Title,Authors,Publication Year,DOI,DB,Población estudiada,Método de DL usado,"Datos emocionales usados (facial, voz, texto)",Emociones descritas,Técnicas de IA utilizadas,Base de datos,Árbol de emociones,Resultados principales,Limitaciones,Estado
artificial intelligence-based mobile application for emotion sensing for children through art,"Ali N, Abdrazaq A, Shah Z, Househ M.",2022,10.3233/SHTI220302,PubMed,,,,,,,,,,
artificial intelligence-based mobile application for sensing children emotion through drawings,"Ali N, Abd-Alrazaq A, Shah Z, Alajlani M, Alam T, Househ M.",2022,10.3233/SHTI220675,PubMed,,,,,,,,,,
"artificial intelligence: the ""trait d'union"" in different analysis approaches of autism spectrum disorder studies","Marciano F, Venutolo G, Ingenito CM, Verbeni A, Terracciano C, Plunk E, Garaci F, Cavallo A, Fasano A.",2021,10.2174/0929867328666210203205221,PubMed,,,,,,,,,,
artificial neural network application for identifying risk of depression in high school students: a cross-sectional study,Zhao FF.,2021,10.1186/s12888-021-03531-5,PubMed,,,,,,,,,,
artificial neural networks based multimodal device for autism spectrum disorder,Yan H.,2023,10.4149/BLL_2023_133,PubMed,,,,,,,,,,
assessing the effectiveness of automated emotion recognition in adults and children for clinical investigation,"Flynn M, Effraimidis D, Angelopoulou A, Kapetanios E, Williams D, Hemanth J, Towell T.",2020,10.3389/fnhum.2020.00070,PubMed,,,,,,,,,,
"association between childhood trauma, parental bonding and antisocial personality disorder in adulthood: a machine learning approach","Schorr MT, Quadors Dos Santos BTM, Feiten JG, Sordi AO, Pessi C, Von Diemen L, Passos IC, Telles LEB, Hauck S.",2021,10.1016/j.psychres.2021.114082,PubMed,,,,,,,,,,
association of heavy drinking with deviant fiber tract development in frontal brain systems in adolescents,"Zhao Q, Sullivan EV, Honnorat N, Adeli E, Podhajsky S, De Bellis MD, Voyvodic J, Nooner KB, Baker FC, Colrain IM, Tapert SF, Brown SA, Thompson WK, Nagel BJ, Clark DB, Pfefferbaum A, Pohl KM.",2021,10.1001/jamapsychiatry.2020.4064,PubMed,,,,,,,,,,
association of prepubertal and postpubertal exposure to childhood maltreatment with adult amygdala function,"Zhu J, Lowen SB, Anderson CM, Ohashi K, Khan A, Teicher MH.",2019,10.1001/jamapsychiatry.2019.0931,PubMed,,,,,,,,,,
"associations between motivational factors for studying medicine, learning approaches and empathy among medical school candidates","Piumatti G, Abbiati M, Baroffio A, Gerbase MW.",2019,10.1007/s10459-018-9866-6,PubMed,,,,,,,,,,
associations between neural injury markers of intrauterine growth-restricted infants and neurodevelopment at 2 years of age,"Mazarico E, Llurba E, Cabero L, Sánchez O, Valls A, Martín-Ancel A, Cardenas D, Gómez Roig MD.",2019,10.1080/14767058.2018.1460347,PubMed,,,,,,,,,,
associative gene networks reveal novel candidates important for adhd and dyslexia comorbidity,"Hongyao HE, Chun JI, Xiaoyan G, Fangfang L, Jing Z, Lin Z, Pengxiang Z, Zengchun L.",2023,10.1186/s12920-023-01502-1,PubMed,,,,,,,,,,
atypical facial mimicry for basic emotions in children with autism spectrum disorder,"Liu S, Wang Y, Song Y.",2023,10.1002/aur.2957,PubMed,,,,,,,,,,
australian health professionals' perspectives of psychosocial adjustment to visible differences: a qualitative analysis of pediatric populations,"Gee C, Maskell J, Newcombe P, Kimble R, Williamson H.",2020,10.1016/j.bodyim.2020.02.004,PubMed,,,,,,,,,,
autism spectrum disorder diagnostic system using hos bispectrum with eeg signals,"Pham TH, Vicnesh J, Wei JKE, Oh SL, Arunkumar N, Abdulhay EW, Ciaccio EJ, Acharya UR.",2020,10.3390/ijerph17030971,PubMed,,,,,,,,,,
automated decoding of facial expressions reveals marked differences in children when telling antisocial versus prosocial lies,"Zanette S, Gao X, Brunet M, Bartlett MS, Lee K.",2016,10.1016/j.jecp.2016.05.007,PubMed,,,,,,,,,,
automated sensing of daily activity: a new lens into development,de Barbaro K.,2019,10.1002/dev.21831,PubMed,,,,,,,,,,
automatic detection of expressed emotion from five-minute speech samples: challenges and opportunities,"Mirheidari B, Bittar A, Cummins N, Downs J, Fisher HL, Christensen H.",2024,10.1371/journal.pone.0300518,PubMed,,,,,,,,,,
automating autism assessment: what ai can bring to the diagnostic process,"Erden YJ, Hummerstone H, Rainey S.",2021,10.1111/jep.13527,PubMed,,,,,,,,,,
automating the process of identifying the preferred representational system in neuro linguistic programming using natural language processing,"Amirhosseini MH, Kazemian H.",2019,10.1007/s10339-019-00912-3,PubMed,,,,,,,,,,
behavioral health and generative ai: a perspective on future of therapies and patient care,"Sezgin E, McKay I.",2024,10.1038/s44184-024-00067-w,PubMed,,,,,,,,,,
behavioral modeling for mental health using machine learning algorithms,"Srividya M, Mohanavalli S, Bhalaji N.",2018,10.1007/s10916-018-0934-5,PubMed,,,,,,,,,,
"behavioral outcome of very preterm children at 5 years of age: prognostic utility of brain tissue volumes at term-equivalent-age, perinatal, and environmental factors","Liverani MC, Loukas S, Gui L, Pittet MP, Pereira M, Truttmann AC, Brunner P, Bickle-Graz M, Hüppi PS, Meskaldji DE, Borradori-Tolsa C.",2023,10.1002/brb3.2818,PubMed,,,,,,,,,,
beyond the usual players: evidence-building priorities for behavioral health among all u.s. federal agencies,Tsai J.,2024,10.1007/s10488-023-01313-7,PubMed,,,,,,,,,,
blood donation among individuals of african origin in the netherlands: how are barriers and motivators associated with intention?,"Klinkenberg EF, Fransen MP, de Kort WLAM, van Weert JCM, Huis In 't Veld EMJ.",2021,10.2450/2020.0049-20,PubMed,,,,,,,,,,
brain activity classifies adolescents with and without a familial history of substance use disorders,"Qiao J, Wang Z, Geronazzo-Alman L, Amsel L, Duarte C, Lee S, Musa G, Long J, He X, Doan T, Hirsch J, Hoven CW.",2015,10.3389/fnhum.2015.00219,PubMed,,,,,,,,,,
brain dynamics and temporal trajectories during task and naturalistic processing,"Venkatesh M, Jaja J, Pessoa L.",2019,10.1016/j.neuroimage.2018.11.016,PubMed,,,,,,,,,,
brain-region specific autism prediction from electroencephalogram signals using graph convolution neural network,"Tigga NP, Garg S, Goyal N, Raj J, Das B.",2024,10.3233/THC-240550,PubMed,,,,,,,,,,
brief report: evaluating the utility of varied technological agents to elicit social attention from children with autism spectrum disorders,"Kumazaki H, Warren Z, Swanson A, Yoshikawa Y, Matsumoto Y, Yoshimura Y, Shimaya J, Ishiguro H, Sarkar N, Wade J, Mimura M, Minabe Y, Kikuchi M.",2019,10.1007/s10803-018-3841-1,PubMed,,,,,,,,,,
bullying in children: impact on child health,Armitage R.,2021,10.1136/bmjpo-2020-000939,PubMed,,,,,,,,,,
b·right: usability and satisfaction with a mobile app for self-managing emotional crises in patients with borderline personality disorder,"Frías Á, Palma C, Salvador A, Aluco E, Navarro S, Farriols N, Aliaga F, Solves L, Antón M.",2021,10.1177/1039856220924321,PubMed,,,,,,,,,,
callous-unemotional traits in adolescents moderate neural network associations with empathy,"Winters DE, Pruitt P, Damoiseaux J, Sakai JT.",2022,10.1016/j.pscychresns.2021.111429,PubMed,,,,,,,,,,
can a robot teach me that? children's ability to imitate robots,"Sommer K, Slaughter V, Wiles J, Owen K, Chiba AA, Forster D, Malmir M, Nielsen M.",2021,10.1016/j.jecp.2020.105040,PubMed,,,,,,,,,,
can acute suicidality be predicted by instagram data? results from qualitative and quantitative language analyses,"Brown RC, Bendig E, Fischer T, Goldwich AD, Baumeister H, Plener PL.",2019,10.1371/journal.pone.0220623,PubMed,,,,,,,,,,
"can organizational leaders sustain compassionate, patient-centered care and mitigate burnout?","Lown BA, Shin A, Jones RN.",2019,10.1097/JHM-D-18-00023,PubMed,,,,,,,,,,
capacity of generative ai to interpret human emotions from visual and textual data: pilot evaluation study,"Elyoseph Z, Refoua E, Asraf K, Lvovsky M, Shimoni Y, Hadar-Shoval D.",2024,10.2196/54369,PubMed,Adultos (17 a 84 años),"Los de procesamiento de lenjuaje natural: uso de grandes modelos de lenguaje (LLMs) y modelos basados en transformadores, como Bidirectional Encoder Representations From Transformers (BERT) y Generative Pre-Trained Transformer (GPT)",imagen y texto,"Las señales emocionales y estados mentales medidos incluyeron una amplia gama de emociones como decepción, vergüenza, ansiedad, defensividad, dolor, malestar, responsabilidad, frustración y duelo, entre otros",ChatGPT-4 y Google Bard,-,No. pero discute la evaluación de las habilidades de los modelos de IA para interpretar emociones utilizando la Escala de Conciencia Emocional (LEAS) y el Test de Lectura de la Mente en los Ojos (RMET) ,"1. El estudio evaluó sistemáticamente la competencia de grandes modelos de lenguaje (LLMs), específicamente ChatGPT-4 y Google Bard, en tareas relacionadas con la mentalización utilizando métricas visuales y textuales p. 2.
2. ChatGPT-4 demostró respuestas no aleatorias en el Test de Lectura de la Mente en los Ojos (RMET), lo que indica su capacidad para interpretar señales emocionales a partir de expresiones faciales p. 4.
3. También se evaluó el rendimiento de Google Bard, y el estudio proporcionó información sobre sus capacidades y limitaciones en la interpretación de señales emocionales p. 5.
4. El estudio resaltó las percepciones matizadas sobre las capacidades de ChatGPT-4 y Google Bard, incluyendo su potencial integración en paradigmas de salud mental y las consideraciones éticas asociadas con su uso p. 7.
5. También se discutieron las limitaciones del estudio, incluyendo la naturaleza dinámica de los modelos, la naturaleza de ""caja negra"" de los modelos y las discrepancias lingüísticas en la comparación de puntuaciones obtenidas de poblaciones de habla inglesa y francesa p. 6.","1. El examen se realizó en modelos específicos en un momento particular, y futuras actualizaciones y versiones podrían arrojar resultados diferentes, reflejando la naturaleza dinámica de estos modelos p. 6.
2. Las pruebas elegidas miden efectivamente el reconocimiento de emociones, pero no capturan la complejidad completa de la mentalización, incluyendo la comprensión de intenciones u otros estados mentales p. 6.
3. El estudio no examinó rostros de diversas culturas, edades o tonos de piel, y las imágenes probadas eran en blanco y negro, basadas en poblaciones británicas y francesas. Esto podría limitar la generalización de los hallazgos p. 6.
4. Debido a la naturaleza de ""caja negra"" de estos modelos, es difícil determinar las razones detrás de sus conclusiones y comprender las diferencias entre modelos o iteraciones dentro del mismo modelo p. 6.
5. La interacción con ChatGPT y Bard se realizó únicamente en inglés, mientras que los datos de normas para la comparación se recopilaron de una población general de habla francesa, lo que plantea preocupaciones sobre la precisión y validez de la comparación debido a las diferencias de idioma p. 6.",
capturing and operationalizing participation in pediatric re/habilitation research using artificial intelligence: a scoping review,"Kaelin VC, Valizadeh M, Salgado Z, Sim JG, Anaby D, Boyd AD, Parde N, Khetani MA.",2022,10.3389/fresc.2022.855240,PubMed,,,,,,,,,,
causal effect of video gaming on mental well-being in japan 2020-2022,"Egami H, Rahman MS, Yamamoto T, Egami C, Wakabayashi T.",2024,10.1038/s41562-024-01948-y,PubMed,,,,,,,,,,
cdba: a novel multi-branch feature fusion model for eeg-based emotion recognition,"Huang Z, Ma Y, Su J, Shi H, Jia S, Yuan B, Li W, Geng J, Yang T.",2023,10.3389/fphys.2023.1200656,PubMed,,,,,,,,,,
characterizing human spontaneous thoughts and its application in major depressive disorder,"Li HX, Chen X, Wang ZH, Lu B, Liao YF, Li XY, Wang YW, Liu YS, Castellanos FX, Yan CG.",2024,10.1016/j.jad.2024.08.060,PubMed,,,,,,,,,,
chatbots talk strabismus: can ai become the new patient educator?,"Edhem Yılmaz İ, Berhuni M, Özer Özcan Z, Doğan L.",2024,10.1016/j.ijmedinf.2024.105592,PubMed,,,,,,,,,,
"chatgpt vs. neurologists: a cross-sectional study investigating preference, satisfaction ratings and perceived empathy in responses among people living with multiple sclerosis","Maida E, Moccia M, Palladino R, Borriello G, Affinito G, Clerico M, Repice AM, Di Sapio A, Iodice R, Spiezia AL, Sparaco M, Miele G, Bile F, Scandurra C, Ferraro D, Stromillo ML, Docimo R, De Martino A, Mancinelli L, Abbadessa G, Smolik K, Lorusso L, Leone M, Leveraro E, Lauro F, Trojsi F, Streito LM, Gabriele F, Marinelli F, Ianniello A, De Santis F, Foschi M, De Stefano N, Morra VB, Bisecco A, Coghe G, Cocco E, Romoli M, Corea F, Leocani L, Frau J, Sacco S, Inglese M, Carotenuto A, Lanzillo R, Padovani A, Triassi M, Bonavita S, Lavorgna L; Digital Technologies, Web, Social Media Study Group of the Italian Society of Neurology (SIN).",2024,10.1007/s00415-024-12328-x,PubMed,,,,,,,,,,
chemotherapy and the pediatric brain,Ikonomidou C.,2018,10.1186/s40348-018-0087-0,PubMed,,,,,,,,,,
child-robot relationship formation: a narrative review of empirical research,"van Straten CL, Peter J, Kühne R.",2020,10.1007/s12369-019-00569-0,PubMed,,,,,,,,,,
childaugment: data augmentation methods for zero-resource children's speaker verification,"Singh VP, Sahidullah M, Kinnunen T.",2024,10.1121/10.0025178,PubMed,,,,,,,,,,
childhood development of brain white matter myelin: a longitudinal t1w/t2w-ratio study,"Dipnall LM, Yang JYM, Chen J, Fuelscher I, Craig JM, Silk TJ.",2024,10.1007/s00429-023-02718-8,PubMed,,,,,,,,,,
childhood trauma is linked to abnormal static-dynamic brain topology in adolescents with major depressive disorder,"Li X, Huang Y, Liu M, Zhang M, Liu Y, Teng T, Liu X, Yu Y, Jiang Y, Ouyang X, Xu M, Lv F, Long Y, Zhou X.",2023,10.1016/j.ijchp.2023.100401,PubMed,,,,,,,,,,
chronic adolescent exposure to ∆9-tetrahydrocannabinol decreases nmda current and extrasynaptic plasmalemmal density of nmda glun1 subunits in the prelimbic cortex of adult male mice,"Pickel VM, Bourie F, Chan J, Mackie K, Lane DA, Wang G.",2020,10.1038/s41386-019-0466-9,PubMed,,,,,,,,,,
chronic postnatal chemogenetic activation of forebrain excitatory neurons evokes persistent changes in mood behavior,"Pati S, Saba K, Salvi SS, Tiwari P, Chaudhari PR, Verma V, Mukhopadhyay S, Kapri D, Suryavanshi S, Clement JP, Patel AB, Vaidya VA.",2020,10.7554/eLife.56171,PubMed,,,,,,,,,,
"chronic stress induces persistent changes in global dna methylation and gene expression in the medial prefrontal cortex, orbitofrontal cortex, and hippocampus","Mychasiuk R, Muhammad A, Kolb B.",2016,10.1016/j.neuroscience.2016.02.053,PubMed,,,,,,,,,,
classification of social anhedonia using temporal and spatial network features from a social cognition fmri task,"Krohne LG, Wang Y, Hinrich JL, Moerup M, Chan RCK, Madsen KH.",2019,10.1002/hbm.24751,PubMed,,,,,,,,,,
classifying children with adhd based on prefrontal functional near-infrared spectroscopy using machine learning,"Yang CM, Shin J, Kim JI, Lim YB, Park SH, Kim BN.",2023,10.9758/cpn.22.1025,PubMed,,,,,,,,,,
classifying conduct disorder using a biopsychosocial model and machine learning method,"Chan L, Simmons C, Tillem S, Conley M, Brazil IA, Baskin-Sommers A.",2023,10.1016/j.bpsc.2022.02.004,PubMed,,,,,,,,,,
claustrum mediates bidirectional and reversible control of stress-induced anxiety responses,"Niu M, Kasai A, Tanuma M, Seiriki K, Igarashi H, Kuwaki T, Nagayasu K, Miyaji K, Ueno H, Tanabe W, Seo K, Yokoyama R, Ohkubo J, Ago Y, Hayashida M, Inoue KI, Takada M, Yamaguchi S, Nakazawa T, Kaneko S, Okuno H, Yamanaka A, Hashimoto H.",2022,10.1126/sciadv.abi6375,PubMed,,,,,,,,,,
clinical acupoint selection for the treatment of functional constipation by massage and acupuncture based on smart medical big data analysis,"Sun F, Liu Z, Zhang W.",2021,10.1155/2021/9930412,PubMed,,,,,,,,,,
"clinical, brain, and multilevel clustering in early psychosis and affective stages","Dwyer DB, Buciuman MO, Ruef A, Kambeitz J, Sen Dong M, Stinson C, Kambeitz-Ilankovic L, Degenhardt F, Sanfelici R, Antonucci LA, Lalousis PA, Wenzel J, Urquijo-Castro MF, Popovic D, Oeztuerk OF, Haas SS, Weiske J, Hauke D, Neufang S, Schmidt-Kraepelin C, Ruhrmann S, Penzel N, Lichtenstein T, Rosen M, Chisholm K, Riecher-Rössler A, Egloff L, Schmidt A, Andreou C, Hietala J, Schirmer T, Romer G, Michel C, Rössler W, Maj C, Borisov O, Krawitz PM, Falkai P, Pantelis C, Lencer R, Bertolino A, Borgwardt S, Noethen M, Brambilla P, Schultze-Lutter F, Meisenzahl E, Wood SJ, Davatzikos C, Upthegrove R, Salokangas RKR, Koutsouleris N; PRONIA Consortium.",2022,10.1001/jamapsychiatry.2022.1163,PubMed,,,,,,,,,,
